fn,tid,title,ratingcount,theyear,movieid,,,
titles04/index.html.8375,tt0370986,Mysterious Skin (2004),48737,2004,13857,,,
titles04/index.html.8377,tt0371246,Spanglish (2004),56875,2004,13858,,,
titles04/index.html.8378,tt0371257,Stay (2005),51112,2005,13859,,,
titles04/index.html.8380,tt0371552,Asterix und die Wikinger (2006),6617,2006,13860,,,
titles04/index.html.8381,tt0371589,Buddy (2003),3316,2003,13861,,,
titles04/index.html.8383,tt0371724,Per Anhalter durch die Galaxis (2005),128077,2005,13862,,,
titles04/index.html.8385,tt0371739,Der Zodiac Killer (2005),5670,2005,13863,,,
titles04/index.html.8388,tt0371823,Micky\,http://www.imdb.com/title/tt0371823/,2926,13864,0,,
titles04/index.html.839,tt0038499,Duell in der Sonne (1946),5458,1946,13865,,,
titles04/index.html.8390,tt0372005,The Devil's Muse (2007),261,2007,13866,,,
titles04/index.html.8391,tt0372122,Adam & Steve (2005),2483,2005,13867,,,
titles04/index.html.8393,tt0372401,Sex Sells: The Making of 'Touché' (2005),367,2005,13868,,,
titles04/index.html.8396,tt0372747,ABC's 50th Anniversary Celebration (2003),76,2003,13869,,,
titles04/index.html.8397,tt0372764,Beyond (2003),2174,2003,13870,,,
titles04/index.html.8398,tt0372765,Matriculated (2003),1840,2003,13871,,,
titles04/index.html.84,tt0013059,Der var engang (1922),189,1922,13872,,,
titles04/index.html.8400,tt0372824,Die Kinder des Monsieur Mathieu (2004),35460,2004,13873,,,
titles04/index.html.8401,tt0372921,Fleisch für die Bestie (2003),977,2003,13874,,,
titles04/index.html.8403,tt0373051,Die Reise zum Mittelpunkt der Erde (2008),64329,2008,13875,,,
titles04/index.html.8404,tt0373074,Kung Fu Hustle (2004),82335,2004,13876,,,
titles04/index.html.8405,tt0373175,My Architect (2003),2439,2003,13877,,,
titles04/index.html.841,tt0038574,Geheimnisvolle Erbschaft (1946),15160,1946,13878,,,
titles04/index.html.8411,tt0373445,The Wendell Baker Story (2005),4837,2005,13879,,,
titles04/index.html.8412,tt0373450,Wahre Lügen (2005),13355,2005,13880,,,
titles04/index.html.8414,tt0373732,The Boondocks (TV Series 2005– ),17611,2005,13881,,,
titles04/index.html.8415,tt0373760,Cinema\,7.4,5940,13882,,,
titles04/index.html.8417,tt0373883,Halloween (2007),74647,2007,13883,,,
titles04/index.html.8422,tt0374277,Touch of Pink (2004),3180,2004,13884,,,
titles04/index.html.8425,tt0374455,Stargate: Atlantis (TV Series 2004–2009),38960,2004,13885,,,
titles04/index.html.8426,tt0374463,The Pacific (TV Mini-Series 2010),47581,2010,13886,,,
titles04/index.html.843,tt0038661,Der Jazzsänger (1946),1072,1946,13887,,,
titles04/index.html.8430,tt0374583,Schau mich an! (2004),4483,2004,13888,,,
titles04/index.html.8431,tt0374584,Control (2004),5641,2004,13889,,,
titles04/index.html.8433,tt0374887,Munnabhai M.B.B.S. (2003),16713,2003,13890,,,
titles04/index.html.8438,tt0375173,Alfie (2004),37295,2004,13891,,,
titles04/index.html.8440,tt0375233,Innocence (2004),3960,2004,13892,,,
titles04/index.html.8441,tt0375355,Joey (TV Series 2004–2006),31981,2004,13893,,,
titles04/index.html.8442,tt0375568,Astro Boy (2009),20905,2009,13894,,,
titles04/index.html.8443,tt0375571,Ayitha Ezhuthu (2004),1268,2004,13895,,,
titles04/index.html.8445,tt0375650,Changing Lanes: The Writer's Perspective (Video 2002),23,2002,13896,,,
titles04/index.html.8447,tt0375736,Ennaku 20 Unakku 18 (2004),140,2004,13897,,,
titles04/index.html.8449,tt0375840,Inspector Lynley Deception on His Mind (TV Episode 2003),192,2003,13898,,,
titles04/index.html.845,tt0038700,The Locket (1946),1232,1946,13899,,,
titles04/index.html.8450,tt0375878,Kaakha..Kaakha: The Police (2003),1692,2003,13900,,,
titles04/index.html.8453,tt0376108,Volltreffer - Ein Supercoach greift durch (2005),9052,2005,13901,,,
titles04/index.html.8455,tt0376202,Sonbahar yapraklari (1962),,1962,13902,,,
titles04/index.html.8456,tt0376390,Duck Dodgers (TV Series 2003– ),3122,2003,13903,,,
titles04/index.html.8457,tt0376434,Tinseltown TV (TV Series 2002– ),858,2002,13904,,,
titles04/index.html.8459,tt0376591,Empire Falls - Schicksal einer Stadt (TV Movie 2005),4041,2005,13905,,,
titles04/index.html.846,tt0038712,Macbeth (1946),5,1946,13906,,,
titles04/index.html.8460,tt0376717,Lady Killers (2003),2137,2003,13907,,,
titles04/index.html.8461,tt0376890,Silver City (2004),3345,2004,13908,,,
titles04/index.html.8464,tt0377055,El Mariachi: 10 Years Later (Video 2003),50,2003,13909,,,
titles04/index.html.847,tt0038718,Make Mine Music (1946),1653,1946,13910,,,
titles04/index.html.8470,tt0377260,Shameless (TV Series 2004– ),9066,2004,13911,,,
titles04/index.html.8477,tt0378109,Into the Blue (2005),53777,2005,13912,,,
titles04/index.html.848,tt0038721,The Man I Love (1947),458,1947,13913,,,
titles04/index.html.8480,tt0378328,Mario Golf: Family Tour (Video Game 2003),50,2003,13914,,,
titles04/index.html.8482,tt0378361,Mio cognato (2003),277,2003,13915,,,
titles04/index.html.8484,tt0379060,Zenon III: Das Rennen zum Mond (TV Movie 2004),1380,2004,13916,,,
titles04/index.html.8485,tt0379158,Hollywood und der Holocaust (2004),544,2004,13917,,,
titles04/index.html.8486,tt0379217,Coffee and Cigarettes (2003),36684,2003,13918,,,
titles04/index.html.8487,tt0379225,The Corporation (2003),15732,2003,13919,,,
titles04/index.html.8489,tt0379370,Maqbool - Der Pate von Mumbai (2003),2775,2003,13920,,,
titles04/index.html.8491,tt0379623,Ellen: The Ellen DeGeneres Show (TV Series 2003– ),7549,2003,13921,,,
titles04/index.html.8492,tt0379632,Hustle - Unehrlich währt am längsten (TV Series 2004– ),17328,2004,13922,,,
titles04/index.html.8495,tt0379743,Conker: Live and Reloaded (Video Game 2004),152,2004,13923,,,
titles04/index.html.8499,tt0380136,QI (TV Series 2003– ),13364,2003,13924,,,
titles04/index.html.8500,tt0380268,Cocaine Cowboys - Die wahre Geschichte hinter Scarface und Miami Vice (2006),8226,2006,13925,,,
titles04/index.html.8506,tt0380623,Der perfekte Mann (2005),19068,2005,13926,,,
titles04/index.html.8508,tt0381250,The Hole (Video 2003),100,2003,13927,,,
titles04/index.html.8509,tt0381348,Kumo no mukô\,7.4,5460,13928,,,
titles04/index.html.851,tt0038777,Marx Brothers - Eine Nacht in Casablanca (1946),4008,1946,13929,,,
titles04/index.html.8510,tt0381398,The Making of 'Killing Me Softly' (Video 2003),16,2003,13930,,,
titles04/index.html.8511,tt0381429,Somersault - Wie Parfum in der Luft (2004),5524,2004,13931,,,
titles04/index.html.8514,tt0381707,White Chicks (2004),77233,2004,13932,,,
titles04/index.html.8515,tt0381798,Rescue Me (TV Series 2004–2011),20372,2004,13933,,,
titles04/index.html.8520,tt0382028,Fat Slags (2004),3373,2004,13934,,,
titles04/index.html.8521,tt0382073,Heights (2005),4002,2005,13935,,,
titles04/index.html.8523,tt0382149,Lekcja polskiego kina (2002),21,2002,13936,,,
titles04/index.html.8524,tt0382189,My Summer of Love (2004),13887,2004,13937,,,
titles04/index.html.8526,tt0382330,Wie im Himmel (2004),11632,2004,13938,,,
titles04/index.html.8528,tt0382501,Viva la Bam (TV Series 2003–2005),5020,2003,13939,,,
titles04/index.html.8529,tt0382603,Chick Flick: The Miracle Mike Story (2003),10,2003,13940,,,
titles04/index.html.8531,tt0382628,Dark Water - Dunkle Wasser (2005),39749,2005,13941,,,
titles04/index.html.8532,tt0382737,Henry VIII (TV Movie 2003),1589,2003,13942,,,
titles04/index.html.8533,tt0382810,Little Fish (2005),6716,2005,13943,,,
titles04/index.html.8534,tt0382898,La pelota vasca. La piel contra la piedra (2003),809,2003,13944,,,
titles04/index.html.8535,tt0382932,Ratatouille (2007),348645,2007,13945,,,
titles04/index.html.8536,tt0382937,Recess: Taking the Fifth Grade (Video 2003),587,2003,13946,,,
titles04/index.html.8537,tt0383028,Synecdoche\,7.4,7440,13947,,,
titles04/index.html.8538,tt0383126,MythBusters - Die Wissensjäger (TV Series 2003– ),31057,2003,13948,,,
titles04/index.html.8542,tt0383609,Runaway: A Road Adventure (Video Game 2002),107,2002,13949,,,
titles04/index.html.8544,tt0383694,Vera Drake (2004),17823,2004,13950,,,
titles04/index.html.8546,tt0383846,Kad porastem bicu Kengur (2004),4397,2004,13951,,,
titles04/index.html.8547,tt0384205,Inheritance: A Fisherman's Story (2003),58,2003,13952,,,
titles04/index.html.8548,tt0384286,Cry_Wolf (2005),20536,2005,13953,,,
titles04/index.html.8549,tt0384488,Saint Ralph - Ich will laufen (2004),4610,2004,13954,,,
titles04/index.html.8550,tt0384533,She Hate Me (2004),5862,2004,13955,,,
titles04/index.html.8552,tt0384642,Fußballfieber - Elfmeter für Daddy (2005),25922,2005,13956,,,
titles04/index.html.8554,tt0384746,Kenny vs. Spenny (TV Series 2002– ),7039,2002,13957,,,
titles04/index.html.8563,tt0385206,Sajtóvadászat (2006),16,2006,13958,,,
titles04/index.html.8564,tt0385267,Reine Chefsache (2004),45316,2004,13959,,,
titles04/index.html.8565,tt0385307,Miss Undercover 2 (2005),38157,2005,13960,,,
titles04/index.html.8566,tt0385351,Liebe für die Ewigkeit (2004),1054,2004,13961,,,
titles04/index.html.8568,tt0385569,Breakdowns of 1938 (1938),122,1938,13962,,,
titles04/index.html.8570,tt0385690,Family Guy - Die unglaubliche Geschichte des Stewie Griffin (Video 2005),28386,2005,13963,,,
titles04/index.html.8571,tt0385700,Final Fantasy VII: Advent Children (2005),43669,2005,13964,,,
titles04/index.html.8574,tt0385880,Monster House (2006),53667,2006,13965,,,
titles04/index.html.8576,tt0385893,Na shi hua kai (2002),83,2002,13966,,,
titles04/index.html.8577,tt0385928,Panchatanthiram (2002),1045,2002,13967,,,
titles04/index.html.8578,tt0386005,New Police Story (2004),14992,2004,13968,,,
titles04/index.html.8579,tt0386032,Sicko (2007),59189,2007,13969,,,
titles04/index.html.858,tt0038913,Schuschia (Schuhputzer) (1946),3508,1946,13970,,,
titles04/index.html.8585,tt0386283,American Masters None Without Sin (TV Episode 2003),77,2003,13971,,,
titles04/index.html.8586,tt0386342,Brothers - Zwischen Brüdern (2004),8229,2004,13972,,,
titles04/index.html.8588,tt0386588,Hitch - Der Date Doktor (2005),200088,2005,13973,,,
titles04/index.html.8590,tt0386651,Kekexili (2004),3653,2004,13974,,,
titles04/index.html.8591,tt0386676,Das Büro (TV Series 2005–2013),141227,2005,13975,,,
titles04/index.html.8592,tt0386741,Renaissance (2006),13071,2006,13976,,,
titles04/index.html.8593,tt0386789,The Simpsons: Hit & Run (Video Game 2003),915,2003,13977,,,
titles04/index.html.8594,tt0386792,Ein Werk Gottes (TV Movie 2004),8200,2004,13978,,,
titles04/index.html.8595,tt0387084,CBS at 75 (TV Movie 2003),53,2003,13979,,,
titles04/index.html.8597,tt0387199,Entourage (TV Series 2004–2011),105450,2004,13980,,,
titles04/index.html.8599,tt0387412,Metallica: Some Kind of Monster (2004),11767,2004,13981,,,
titles04/index.html.8601,tt0387541,Die Nibelungen (TV Movie 2004),7412,2004,13982,,,
titles04/index.html.8602,tt0387564,Saw (2004),233646,2004,13983,,,
titles04/index.html.8603,tt0387575,Chuckys Baby (2004),23411,2004,13984,,,
titles04/index.html.8604,tt0387764,Peep Show (TV Series 2003– ),24936,2003,13985,,,
titles04/index.html.8605,tt0387805,200 American (2003),660,2003,13986,,,
titles04/index.html.8606,tt0387808,Idiocracy (2006),85078,2006,13987,,,
titles04/index.html.8609,tt0388125,In den Schuhen meiner Schwester (2005),44583,2005,13988,,,
titles04/index.html.861,tt0038975,Die Wendeltreppe (1945),5610,1945,13989,,,
titles04/index.html.8610,tt0388139,It's All Gone Pete Tong (2004),14591,2004,13990,,,
titles04/index.html.8611,tt0388182,King of California (2007),18193,2007,13991,,,
titles04/index.html.8612,tt0388318,Eisiges Land (2005),4455,2005,13992,,,
titles04/index.html.8614,tt0388437,Stauffenberg (TV Movie 2004),1718,2004,13993,,,
titles04/index.html.8617,tt0388534,Wespen (2003),1425,2003,13994,,,
titles04/index.html.8618,tt0388601,High Chaparall (TV Series 2003–2005),465,2003,13995,,,
titles04/index.html.8619,tt0388789,Im Bordell geboren - Die Kinder im Rotlichtviertel von Kalkutta (2004),6536,2004,13996,,,
titles04/index.html.8620,tt0388795,Brokeback Mountain (2005),216781,2005,13997,,,
titles04/index.html.8621,tt0388815,American Masters Cary Grant - Gentleman des Kinos (TV Episode 2004),421,2004,13998,,,
titles04/index.html.8622,tt0388876,Decoding Nazi Secrets (TV Movie 1999),19,1999,13999,,,
titles04/index.html.8623,tt0388980,Das größte Spiel seines Lebens (2005),18200,2005,14000,,,
titles04/index.html.8624,tt0389074,Kim Possible: A Sitch in Time (TV Movie 2003),1735,2003,14001,,,
titles04/index.html.8626,tt0389343,Samba in Mettmann (2004),472,2004,14002,,,
titles04/index.html.8629,tt0389564,4400 - Die Rückkehrer (TV Series 2004–2007),30716,2004,14003,,,
titles04/index.html.8632,tt0389860,Klick (2006),190391,2006,14004,,,
titles04/index.html.8634,tt0390109,I Like Killing Flies (2004),897,2004,14005,,,
titles04/index.html.8635,tt0390123,In the Realms of the Unreal (2004),1585,2004,14006,,,
titles04/index.html.8636,tt0390221,Maria voll der Gnade (2004),27553,2004,14007,,,
titles04/index.html.8638,tt0390521,Super Size Me (2004),67897,2004,14008,,,
titles04/index.html.8639,tt0390808,36 - Tödliche Rivalen (2004),12114,2004,14009,,,
titles04/index.html.864,tt0039011,Tarzan und das Leopardenweib (1946),1696,1946,14010,,,
titles04/index.html.8640,tt0391024,Control Room (2004),4513,2004,14011,,,
titles04/index.html.8644,tt0391353,Mrs. Harris - Mord in besten Kreisen (TV Movie 2005),1244,2005,14012,,,
titles04/index.html.8645,tt0391581,Barend en Van Dorp (TV Series 1990–2006),65,1990,14013,,,
titles04/index.html.8647,tt0392728,Roundhay Garden Scene (1888),2931,1888,14014,,,
titles04/index.html.865,tt0039037,The Time of Their Lives (1946),1902,1946,14015,,,
titles04/index.html.8650,tt0393019,Biography Anastasia: Her True Story (TV Episode 1997),49,1997,14016,,,
titles04/index.html.8653,tt0393329,Go Go Tales (2007),813,2007,14017,,,
titles04/index.html.8654,tt0393597,Unsere Erde (2007),11833,2007,14018,,,
titles04/index.html.8655,tt0393599,The Plot to Kill Nixon (2005),32,2005,14019,,,
titles04/index.html.8656,tt0393635,Reeker (2005),7691,2005,14020,,,
titles04/index.html.8657,tt0393735,Shaggy Dog - Hör mal\,4.4,5880,14021,,,
titles04/index.html.866,tt0039056,In Ketten um Kap Horn (1946),254,1946,14022,,,
titles04/index.html.8660,tt0394847,Producers' Showcase Dodsworth (TV Episode 1956),,1956,14023,,,
titles04/index.html.8665,tt0395125,Ein ferpektes Verbrechen - Crimen ferpecto (2004),7484,2004,14024,,,
titles04/index.html.8669,tt0395261,Ryûko no ken 2 (Video Game 1994),25,1994,14025,,,
titles04/index.html.8670,tt0395313,The 100 Greatest Musicals (TV Movie 2003),118,2003,14026,,,
titles04/index.html.8671,tt0395479,Von der Wolle (2003),6802,2003,14027,,,
titles04/index.html.8672,tt0395505,Claude Sautet oder Die unsichtbare Magie (2003),43,2003,14028,,,
titles04/index.html.8674,tt0395584,TDR - The Devil's Rejects (2005),64980,2005,14029,,,
titles04/index.html.8675,tt0395644,Louis and the Nazis (TV Movie 2003),874,2003,14030,,,
titles04/index.html.8680,tt0395951,Battlezone (Video Game 1980),23,1980,14031,,,
titles04/index.html.8682,tt0396149,Nazi America: A Secret History (TV Movie 2000),69,2000,14032,,,
titles04/index.html.8684,tt0396184,Pusher II (2004),9600,2004,14033,,,
titles04/index.html.8685,tt0396269,Die Hochzeits-Crasher (2005),229656,2005,14034,,,
titles04/index.html.8687,tt0396592,Fat Albert (2004),8091,2004,14035,,,
titles04/index.html.8688,tt0396690,Kisna - Im Feuer der Liebe (2005),1041,2005,14036,,,
titles04/index.html.869,tt0039090,Kein Bedauern für meine Jugend (1946),1442,1946,14037,,,
titles04/index.html.8691,tt0396880,Stella Shorts 1998-2002 (Video 2002),468,1998,14038,,,
titles04/index.html.8692,tt0396982,Dennis Miller (TV Series 2004–2005),127,2004,14039,,,
titles04/index.html.8694,tt0397065,House of Wax (2005),78161,2005,14040,,,
titles04/index.html.8695,tt0397074,Killzone (Video Game 2004),650,2004,14041,,,
titles04/index.html.8698,tt0397113,An Bord der Tiger Cruise (TV Movie 2004),892,2004,14042,,,
titles04/index.html.8699,tt0397306,American Dad (TV Series 2005– ),52551,2005,14043,,,
titles04/index.html.8700,tt0397313,Antarctica - Gefangen im Eis (2006),39743,2006,14044,,,
titles04/index.html.8701,tt0397442,Gossip Girl (TV Series 2007–2012),84301,2007,14045,,,
titles04/index.html.8702,tt0397507,Lady by the Sea: The Statue of Liberty (TV Movie 2004),54,2004,14046,,,
titles04/index.html.8704,tt0397619,Samaria (2004),9649,2004,14047,,,
titles04/index.html.8705,tt0397693,True (2004),1597,2004,14048,,,
titles04/index.html.8709,tt0398027,Down in the Valley (2005),15434,2005,14049,,,
titles04/index.html.871,tt0039116,Broadway-Melodie 1950 (1945),1784,1945,14050,,,
titles04/index.html.8710,tt0398089,De grønne slagtere - en virkelig god marinade (TV Movie 2003),38,2003,14051,,,
titles04/index.html.8711,tt0398165,Spiel ohne Regeln (2005),99171,2005,14052,,,
titles04/index.html.8712,tt0398286,Rapunzel - Neu verföhnt (2010),187185,2010,14053,,,
titles04/index.html.8713,tt0398373,Die Chroniken von Huadu: Blade of the Rose (2004),1687,2004,14054,,,
titles04/index.html.8714,tt0398375,Wo die Liebe hinfällt... (2005),34052,2005,14055,,,
titles04/index.html.872,tt0039152,Der schwarze Reiter (1947),3187,1947,14056,,,
titles04/index.html.8723,tt0399327,The Man (2005),19714,2005,14057,,,
titles04/index.html.8724,tt0399687,Star Power: The Creation of United Artists (Video 1998),10,1998,14058,,,
titles04/index.html.8725,tt0399862,Durch den Tod versöhnt (2005),3950,2005,14059,,,
titles04/index.html.8726,tt0400113,Biography Marilyn Monroe: The Mortal Goddess (TV Episode 1994),68,1994,14060,,,
titles04/index.html.8728,tt0400234,Black Friday (2004),5047,2004,14061,,,
titles04/index.html.8729,tt0400304,Classic Creatures: Return of the Jedi (TV Movie 1983),96,1983,14062,,,
titles04/index.html.873,tt0039167,Die Abenteuer des Pinocchio (1947),20,1947,14063,,,
titles04/index.html.8730,tt0400327,Crazy Richard (2002),45,2002,14064,,,
titles04/index.html.8733,tt0400830,Sitara (1980),13,1980,14065,,,
titles04/index.html.8737,tt0401420,Fierce People (2005),4487,2005,14066,,,
titles04/index.html.8741,tt0401747,Red vs. Blue: The Blood Gulch Chronicles (TV Series 2003– ),5671,2003,14067,,,
titles04/index.html.8743,tt0401815,Tamara - Tochter des Teufels (2005),7351,2005,14068,,,
